,text,abuse
5826,RT @redflag3rd: @redanddeadly @AbdSattarIT @PatriciaW2256 @ElaineDyson1 @marie_kate2 @DWPscumbags @Cardiffjhd @POSH_JOCK @SariellaHerself @EnviroFra @ht4ecosocialism @BRUMSTOKIE @AbdullaLoula @Ellieflower12 @LegacyCorbyn @Cornish_Damo @dallo100 @AnEndisNye2 @JohnMarcmail @MsParaDoxy @celtjules66 @ArgyleLoz @barryoleary77 @BradfordianL @DeborahMahmoud1 @GreenSocialists @katemcclelland7 @LKTranslator @ElRaynerista @mikecoulson48 @mojos55 @mellors_karen @galivantes @kapahater @PhillipsBarrie @derekrootboy @redsonya241 @red_black_cat @Redcountessa @WarmongerHodges @SocialistVoice @zarahsultana @chunkymark @1955nancoys @darrenmark69 @HackneyAbbott @calvindenni @martynwarwick @vamroses @upsadaizy Your spot on Frank the blame lies fairly &amp; squarely on his shoulders,0
5827,Having @HackneyAbbott as his role model has clearly stunted his intelligence https://t.co/3zy32d8K3X,0
5828,"@BellRibeiroAddy @HackneyAbbott Oh dear, struggling with democracy leftie. It must be difficult that everything you believe in is total bollocks.",0
5829,RT @redflag3rd: @SariellaHerself @redanddeadly @AbdSattarIT @PatriciaW2256 @ElaineDyson1 @marie_kate2 @DWPscumbags @Cardiffjhd @POSH_JOCK @EnviroFra @ht4ecosocialism @BRUMSTOKIE @AbdullaLoula @Ellieflower12 @LegacyCorbyn @Cornish_Damo @dallo100 @AnEndisNye2 @JohnMarcmail @MsParaDoxy @celtjules66 @ArgyleLoz @barryoleary77 @BradfordianL @DeborahMahmoud1 @GreenSocialists @katemcclelland7 @LKTranslator @ElRaynerista @mikecoulson48 @mojos55 @mellors_karen @galivantes @kapahater @PhillipsBarrie @derekrootboy @redsonya241 @red_black_cat @Redcountessa @WarmongerHodges @SocialistVoice @zarahsultana @chunkymark @1955nancoys @darrenmark69 @HackneyAbbott @calvindenni @martynwarwick @vamroses @upsadaizy What he did not realise is that those thousands have families who would become very angry at the tory gov't for allowing them to die cos of his INCOMPETENCE Sarielle,0
5830,"@HackneyAbbott Imagine the biggest heroin dealers in this country being more likely to be sent to prison than white people. 

The only thing that’s terrible &amp; unacceptable is race baiting b*stards like you being able to sit in parliament!",0
5831,RT @redflag3rd: @WarmongerHodges @HackneyAbbott Not unless all there constituents start kicking off Frank which is very probable,0
5832,"RT @redgraeme: @HackneyAbbott Yes, the Tories inherent xenophobia has been their undoing. Shunning the EU, deporting foreign medics, refusing to learn off Johnny Foriegner’s Health Services.",0
5833,"RT @redgreenaction: @BarbaraDenning3 @RJ_Phoenix16 @1liesalot @AudreyAurus1 @Spoonhead8 @Saffiya_Khan1 @uaf @AntifaIntel If the so-called ""#BlueLabour"" entriest faction ever took over @uklabour (which thankfully they won't), leading minority Labour MPs such as @HackneyAbbott, @DawnButlerBrent and @davidlammy would wave goodbye. Labour is anti-racist and socialist, not a #nationalsocialist party.",0
5834,"@Katya_Compass @HackneyAbbott @Rosa_Red_ @jeremycorbyn @UKLabour Best leader 🤣🤣🤣🤣, not sure the country agrees with you.",0
5835,RT @redgreenaction: @FahAunty @HackneyAbbott @TheFabledAesop @new_number_2 @Justme62538629 @ItCorbyn @AntiFashWitch @jdpoc @Jo06012 @marmitemarmz @Saffiya_Khan1,0
5837,@NCurrie8 @HackneyAbbott And if you aren't lying you are admitting that you changed your mind about someone you've never met based on newspaper stories. Either way you lose.,0
5838,"@HackneyAbbott @Keir_Starmer Not a great idea. 

Understand the sentiment but how do you expect to reach over to persuade the disenfranchised voters to come back?",0
5839,RT @RedHam45: @MaineRoad71 @SkyNews @HackneyAbbott Actually you'd probably get smashed over the head with a baton by the police first and then sent home. With the locals not even batting an eyelid.,0
5840,RT @Redheadsarerare: @HackneyAbbott @y_alibhai The EU is in tatters and won’t survive,0
5841,@HackneyAbbott @TheJaneJames https://t.co/9iwPtUcm49,0
5842,RT @RedJohnBounds: @eavenarah @angiebabie2009 @HackneyAbbott It's like applauding someone you have been punching in the face for the last decade because other people suddenly need them.,0
5843,"@rgbeaumont @HackneyAbbott @unitetheunion @RLong_Bailey @UKLabour @RichardBurgon Look at what Corbyn achieved before making asinine  comments like that.
Blair fell for the Murdoch millions.
Blair continued Thatcher's war of attrition on the people.
Corbyn bought in thousands of members, wiped out Labours debt and got more votes than any previous Labour leader",0
5844,RT @redmadden: So @Keir_Starmer are you just going to let @HackneyAbbott and co wave #Brexit through? How you going to take on #Johnson when the car industry leaves if you are complicit? https://t.co/xP8CBcjxCq,0
5847,RT @redmadden: So No Deal is now acceptable to @UKLabour is it @HackneyAbbott @jon_trickett? You will end up being as responsible for end of car industry as the Brexiters. https://t.co/982C3ow09E,0
5848,"@labourpress @HackneyAbbott Things change, it's called adapting. If this is today's attack on Boris, it's just as embarrassing for you as the last election.",0
5849,"RT @RedMerseyman: @allisonpearson @RLong_Bailey 
Is it racism to remove vile murderers from our country thus protecting British citizens?

I think not! 
Perhaps ask @HackneyAbbott and  @AngelaRayner both whom blocked me for calling out their utter buffoonery!",0
5850,"@SeanBarton66 @HackneyAbbott @TheBMA You're irresponsibly using those statistics, providing no context. BAME groups are more likely to be processed and convicted of crime; your statistic doesnt prove they offend more. Perhaps the institutionally racist criminal justice system is to blame for these discrepancies?",0
5851,"@b123_tom @HackneyAbbott @BootstrapCook It's more than the occasional use. Everyday, there are tweets and retweet indicating she is using it regularly.",0
5852,@HackneyAbbott @linda_lirogers @NHSHomerton Typical labour against anything private,0
5853,@HackneyAbbott @Keir_Starmer Yes... because the voters from the former red wall don’t read the sun. Smart move lols 😂,0
5854,@HackneyAbbott Jealous?,0
5855,"@CarolineLucas, @HackneyAbbott
and @DavidLammy. Answer this: do you want this man to stay in the UK?

 https://t.co/Edv7NmWzNK",0
5856,@RobertC81441651 @MrHickmott @Nigel_Farage @HackneyAbbott @EmilyThornberry @jeremycorbyn Drivel,0
5857,@DamienT42428775 @HackneyAbbott Glad you agree,0
5858,"Good morning people, I have to assume that you are not aware that there quite a lot of UK citizens of African decent who are stranded in Various African countries. Will you be offering any support? @DawnButlerBrent @DavidLammy @HackneyAbbott @ChukaUmunna #strandedingambia",0
5859,@HackneyAbbott @Keir_Starmer Starmer should just get out of the race.,0
5860,"@EmilyThornberry @HackneyAbbott @DavidLammy are also paid many times the average UK salary.

Dom, I would say, at least gives value for money. https://t.co/Z6g5qDJU9F",0
5861,RT @FRANKADEMILLE: @Keir_Starmer @EmilyThornberry @BarryGardiner @HackneyAbbott @UKLabour  @jeremycorbyn @lisanandy @RLong_Bailey @jessphillips @YvetteCooperMP @hilarybennmp https://t.co/3Xn4dROjlR,0
5862,"RT @RedMerseyman: @allisonpearson Someone show this to @HackneyAbbott - she blocked me!!
@jessphillips - could you? 
Or you @DavidLammy 
Thanks.",0
5864,RT @redmoon64: @callumpthomas @RichardBurgon @HackneyAbbott https://t.co/R1ywh8EciI,0
5865,@HackneyAbbott @Keir_Starmer Ya not listening. All the candidates are not getting my vote. They are all branches from the corbynism tree. Socialism is dead!!!!,0
5866,"What a surprise don't you think? eh, @davidlammy @HackneyAbbott

Murders RISE in London to 149 last year - despite fall across UK https://t.co/ybbj2AjHxT via @MailOnline",0
5867,@Lisaismyname89 @SpankinR @HackneyAbbott @MailOnline Private education didn't help him much did it .?,0
5868,"RT @redmoon64: @callumpthomas @RichardBurgon @HackneyAbbott Oh yes thats right he will have to face the same smear and bullying  as Corbyn. So will everyone, who in reality may have been more more active against anti-Semitism than those accussing them of it. Being anti-Zionist, is not anti-Semitic.  Dont rewrite the dictionary please.",0
5869,@HackneyAbbott @Keir_Starmer You are funny https://t.co/PkVN9ZAeTB,0
5870,RT @RednRuff: #NoWarOnIran ⁦@STWuk⁩ ⁦@CNDuk⁩ London demonstration called by Stop the War and CND against War on Iran. Assembling outside BBC and marching to Trafalgar Square ⁦@jeremycorbyn⁩ ⁦@HackneyAbbott⁩ will be speaking there. https://t.co/Oholt8mGme,0
5871,"@schezwan85 @medicalcoverup @TheSun @Bambertweets @amessd_southend @RoryStewartUK @HackneyAbbott True; were multiple failings but puzzlingly little info on Nevill Bamber. Google names of other family members &amp; there's reams of bio. But just says, local Magistrate, Nevill was pillar of the community who gave Sheila (17) a Maida Vale apartment &amp; loadsa💰 after the abortion.",0
5872,"@arachnochist @capitalisttrev1 @HackneyAbbott @RichardBurgon But not taken together and not when promoted by Labour due to Labour's ""weird vibe"" which mandatory selection will make worse.",0
5873,"@wildinggrace1 @HackneyAbbott How so? Give us a concrete reason for that claim? Concrete, mind you, not just this narrative of sovereignty, independence etc.",0
5874,@RidgeOnSunday @HackneyAbbott South Park did it first!,0
5875,@b1lly7h3k1dd @BigJohno_CACF @HackneyAbbott @lloyd_rm They didn’t cause a virus to cross from one species to another!,0
5876,RT @RedPavlova: @HackneyAbbott @YagudMiriam Touche Diane...solidarity,0
5877,@HackneyAbbott @MayaGoodfellow https://t.co/LaJlpUNXtr Britain IS a racist country,0
5878,"@dmobesocean @MARCHANTK @MarkyMarkTucker @SimonAttwood @adam__drewery @HackneyAbbott @C4Dispatches FFS you don’t even know the basic facts or timeline. We are done after this. Muted.

I have deliberately picked a left leaning news source just to avoid the BS about fake news. Look at the fecking date.

https://t.co/yzlv5zCUeA",0
5880,"@EUCouncil @HackneyAbbott @evolvepolitics @thatginamiller @shahmiruk
@DeborahMeaden @CarolineLucas @Anna_Soubry @premnsikka @DavidGauke @DominicGrieve1 @BolsoverBeast @ joswinson @ChukaUmunna @LauraPidcock",0
5881,"@NavPMishra @HackneyAbbott @itvnews @ShehabKhan I have been the subject of racism,plenty of times as a police officer",0
5882,"RT @redpenrog: @HackneyAbbott It's the past policies of this grubby lot that decimated the NHS with their open door immigration policies , without funding or planning services support. Ignorant politics",0
5884,@stickyerhamas @harry_gowto @WatchmanSociety @philip_lawless @Sirjervisfruit @HackneyAbbott @patel4witham Hold on ... #releasetherussia report and you'd see the Tories are the true friends of Russia.  Boris going alone as foreign secretary to a party.  When did Corbyn do that?,0
5885,"@KieranJC20 @livecorpselives @zarahsultana @HackneyAbbott @MikeSegalov @UKLabour Tories won't the landslide because people wanted Brexit we all know this. And yes as I said Labour covered these crime up. Ask yourself why so Labour chief want the age of consent lowered to 10, who are they trying to appeal to?.",0
5886,RT @FrankCake1: @haven1965 @HackneyAbbott @BorisJohnson Her problem is that she intends to be one of them.,0
5887,@nonconformical @centrist_rascal @JohnSmi21372434 @LizaRadley7 @HackneyAbbott @UKLabour 1 word Corbyn. They didn't trust Corbyn to keep the country safe and not bankrupt it. The Andrew Niel interview was the final nail in the coffin for him.,0
5889,"RT @Redpev: @stevep1407 @BoyCharioteer @marr So @HackneyAbbott didn't have the number wrote down in front of her, why would we, the number, not word, they are two different things, was wrote out for her in large font as well, as people do when they are giving a speech. So no excuse there Tory Troll, #counterterrorism",0
5892,@HackneyAbbott @RichardBurgon ‘Zionism the enemy of peace’ oh he forgot A liar and antisemite,0
5893,"That’s exactly what needs to happen. Thanks for letting me know @HackneyAbbott , that’s cheered me up. Starmer in charge and the zoomers pissing off. I call that a “win win”. https://t.co/9fX5FOFjif",0
5894,@RidgeOnSunday @HackneyAbbott The core of the problem is of course that this “movement” is in no way representative of the UK as a whole. Please can we have a real opposition please.,0
5895,"@KieranJC20 @livecorpselives @zarahsultana @HackneyAbbott @MikeSegalov @UKLabour Wow wrong again, didn't vote this time but actually been labour all my life till this time, but well done you did get 1 thing right i did vote to leave so give yourself a pat on the back. As for Boris speaking out about it as any other party mention it? 1/2",0
5896,RT @redsarah99: @HackneyAbbott @AndyBurnhamGM @UKLabour We love and appreciate you @HackneyAbbott. ✊❤️,0
5897,RT @redsarah99: @HackneyAbbott @Keir_Starmer Love you @HackneyAbbott ✊❤️,0
5898,"@HackneyAbbott @LaboursBlackPLP Who spent all the money, borrowed more and left a note saying there wasn’t any money left. Gordon Brown",0
5899,Cultural enrichment in Hackney. @HackneyAbbott must be so proud. https://t.co/pdqw2Ayrm1,0
5900,RT @redsarah99: @HeldinEU @troovus @ElaineDyson1 @jameshirst91 @0Calamity @WPMTESE @Mxv021 @afclhoratio @LouiseRawAuthor @rose_marie @milamcminder @HackneyAbbott @Citruscrush @RustyMark4 @ysbryd1 @ZodiacNein @SnowyWrexham @DameLozza @2011arvyk @dawnsmith07 Following all I wasn't already. ❤️✌️✊ https://t.co/QRs0d84wp9,0
5901,@HackneyAbbott I agree. Safe journey home,0
5902,"RT @redsarah99: @Jameswb247 @sue_lees @DanielFooksArt @jeremycorbyn @HackneyAbbott @HackneyAbbott went to Cambridge in the 70s.
More proof that you don't think for yourself.
The money would have come from our monetarily sovereign government.
Something else you apparently don't know.
Did you actually do any research for yourself before you voted? https://t.co/5OU7XScJ4V",0
5903,@centrist_rascal @FMcgak @nonconformical @LizaRadley7 @JohnSmi21372434 @HackneyAbbott @UKLabour Did you notice Ireland's peace agreement? More lessons for apartheid Israel. Added bonus you can let Blair take some credit. He needs some. Shame he chose a different path towards Palestinians. Shameful.,0
5904,Please share: @DrJoGrady @fckboris @HaringeyAR @brisantiraids @BriMigSol @rorfitelli @DimaChami @asiyaislam @DrFuraha_Asani @ReclaimJustice @MayaGoodfellow @Livesrunning @David_Batty @DianaADamian @RKDasgupta @KatieBales2 @NJSHardy @MediocreDave @HackneyAbbott @HackneyMigrants,0
5905,"RT @redsarah99: @Jameswb247 @sue_lees @DanielFooksArt @jeremycorbyn @HackneyAbbott That proves you're lying about research.
@ukLabour have always been better on the economy.
You lying joke. Do bugger off. https://t.co/rxXdfFPgIJ",0
5906,@Bateman20191 @HackneyAbbott https://t.co/X50cKsH2JR,0
5907,@yoiamchlo @HackneyAbbott Hahaha Christ no. I still live for the satire 🎭,0
5909,@LouiseRawAuthor @LissaKEvans @HackneyAbbott The leader was undermined because he was useless.,0
5910,@peterj198 @HackneyAbbott @Keir_Starmer Counting lessons tomorrow 😂,0
